file1,file2,wasserstein_distance
085,091,74.4606025218964
085,046,116.847896575928
085,052,109.213114976883
085,053,115.575867891312
085,047,111.645537137985
085,090,77.7270038127899
085,084,42.5099451541901
085,092,79.0996762514114
085,086,52.6468201875687
085,079,92.9302530288696
085,051,113.115289926529
085,045,116.860890209675
085,044,112.565472841263
085,050,107.795929670334
085,078,79.5799784660339
085,087,72.588921546936
085,093,84.9311829805374
085,108,110.143496274948
085,097,86.2859855890274
085,083,74.714430809021
085,054,111.480183839798
085,040,114.890496492386
085,068,94.360609292984
085,069,93.4036874771118
085,041,124.069205522537
085,055,110.103638410568
085,082,79.7991530895233
085,096,82.8026962280273
085,109,112.622728466988
085,080,81.9899823665619
085,094,80.6899472475052
085,043,121.30784869194
085,057,101.222249507904
085,056,97.3504583835602
085,042,123.349684000015
085,095,82.8647508621216
085,081,74.003000497818
085,019,111.663695573807
085,025,111.082879781723
085,031,98.7251965999603
085,030,95.6273283958435
085,024,111.211073160172
085,018,115.467387914658
085,032,103.338627815247
085,026,119.407351493835
085,027,107.368089675903
085,033,96.9048540592194
085,037,93.1412217617035
085,023,114.754564523697
085,022,107.499847650528
085,036,97.550598859787
085,020,102.620066404343
085,034,97.2813456058502
085,008,99.4941051006317
085,009,98.2100771665573
085,035,96.4594638347626
085,021,99.1615703105927
085,038,102.231469154358
085,004,108.305798768997
085,010,97.7126567363739
085,011,110.470256924629
085,005,107.414007306099
085,039,103.699211597443
085,013,102.863175392151
085,007,95.8797264099121
085,006,102.018795847893
085,012,114.875220179558
085,016,105.585936784744
085,002,105.818012833595
085,003,102.459151744843
085,017,113.927181005478
085,001,109.311608195305
085,015,104.13170838356
085,029,93.2697176933289
085,028,103.599994659424
085,014,102.503669500351
085,000,105.937355160713
085,107,112.359377861023
085,098,87.6588588953018
085,067,94.2305891513824
085,073,100.44099521637
085,072,103.759681463242
085,066,91.652859210968
085,099,90.017369389534
085,106,103.152300715446
085,104,115.406871795654
085,110,106.815211772919
085,058,92.2665469646454
085,070,91.5680079460144
085,064,84.8320007324219
085,065,86.4043657779694
085,071,94.2049045562744
085,059,87.7281231880188
085,111,116.062314510345
085,105,113.89033138752
085,101,97.3280559778214
085,075,88.8638641834259
085,061,88.1040422916412
085,049,108.376192331314
085,048,113.258856058121
085,060,84.0956661701202
085,074,93.3010008335114
085,100,100.188206911087
085,102,111.764272093773
085,089,72.7421220541
085,062,88.1063315868378
085,076,90.9143209457397
085,077,87.8994359970093
085,063,87.1919267177582
085,088,64.4129801988602
085,103,112.283581972122
091,046,88.3420342206955
091,052,77.5858689546585
091,053,82.3868597745895
091,047,88.0937036275864
091,090,26.3286020755768
091,084,73.8200620412827
091,092,16.5789180994034
091,086,56.05266726017
091,079,75.2165528535843
091,051,85.247957110405
091,045,99.8637151122093
091,044,91.7611920833588
091,050,85.9969288110733
091,078,66.5349079370499
091,087,45.2532625198364
091,093,24.5528701543808
091,108,82.2136449813843
091,097,30.9054485559464
091,083,61.3228653669357
091,054,77.7271786928177
091,040,91.5165508985519
091,068,75.7914344072342
091,069,71.5398820638657
091,041,96.3560129404068
091,055,79.6061807870865
091,082,64.1008638143539
091,096,34.5371479988098
091,109,84.5708643198013
091,080,74.5173834562302
091,094,20.6167732477188
091,043,97.2882839441299
091,057,77.6641982793808
091,056,74.2607091665268
091,042,93.6356106996536
091,095,30.8915543556213
091,081,66.0037318468094
091,019,81.5207325220108
091,025,90.3257249593735
091,031,76.651976287365
091,030,76.3360601663589
091,024,88.6617547273636
091,018,85.0764147043228
091,032,81.9916417598724
091,026,93.0393372774124
091,027,82.9443618059158
091,033,78.9816030859947
091,037,75.4921518564224
091,023,83.1055446863174
091,022,81.2900677919388
091,036,80.6315730214119
091,020,78.9409085512161
091,034,75.394992351532
091,008,87.0837411880493
091,009,91.0777829885483
091,035,73.5590742230415
091,021,75.5658384561539
091,038,80.6970487833023
091,004,96.2680730819702
091,010,89.7702116966248
091,011,100.953884720802
091,005,95.3275228738785
091,039,80.4928427934647
091,013,88.7360072731972
091,007,87.674031496048
091,006,91.4301098585129
091,012,101.858343482018
091,016,89.3593794107437
091,002,96.2177082300186
091,003,89.5555489063263
091,017,88.8851257562637
091,001,99.7091401815414
091,015,81.0066894292831
091,029,83.4847182035446
091,028,76.4178529977798
091,014,82.5130134820938
091,000,93.7301880121231
091,107,84.7490100860596
091,098,40.2980934381485
091,067,73.6962064504623
091,073,69.1642726659775
091,072,73.6885448694229
091,066,76.4173191785812
091,099,46.3338891267776
091,106,81.3365913629532
091,104,84.072922706604
091,110,87.2770099639893
091,058,69.8575404882431
091,070,67.6471031904221
091,064,62.2661534547806
091,065,70.7274869680405
091,071,69.5290831327438
091,059,70.0443910360336
091,111,92.2256002426147
091,105,86.3061102628708
091,101,60.3120721578598
091,075,68.6988617181778
091,061,63.2607535123825
091,049,85.6057718992233
091,048,82.3130580186844
091,060,65.5655423402786
091,074,71.0161672830582
091,100,65.638482093811
091,102,73.1419481039047
091,089,43.5926030874252
091,062,68.1163691282272
091,076,73.7132731676102
091,077,69.0345040559769
091,063,64.7161921262741
091,088,54.4674142599106
091,103,79.4078273773193
046,052,74.2068257331848
046,053,85.6227369308472
046,047,48.310261964798
046,090,96.4588505625725
046,084,99.3425140380859
046,092,87.7558571696281
046,086,100.541946828365
046,079,84.1654303073883
046,051,82.4024076461792
046,045,67.1419353485107
046,044,64.7300046682358
046,050,87.9938063621521
046,078,86.2013604640961
046,087,91.716138780117
046,093,89.8742009997368
046,108,91.5043768882751
046,097,92.0691861510277
046,083,78.0748054981232
046,054,82.7234399318695
046,040,67.8152003288269
046,068,88.3584868907928
046,069,86.3270847797394
046,041,62.7381496429443
046,055,84.2841391563416
046,082,77.6910490989685
046,096,101.357611179352
046,109,86.9986217617989
046,080,89.9698159694672
046,094,91.6145595908165
046,043,59.7625925540924
046,057,74.5324673652649
046,056,83.8133518695831
046,042,60.0520303249359
046,095,95.4221210479736
046,081,80.100656747818
046,019,50.5987160205841
046,025,64.4845175743103
046,031,69.5477006435394
046,030,60.9338045120239
046,024,60.6643483638763
046,018,57.0726909637451
046,032,65.8264138698578
046,026,64.3444578647614
046,027,66.1810128688812
046,033,70.7818570137024
046,037,71.6036689281464
046,023,60.0827453136444
046,022,52.4079675674438
046,036,72.7929046154022
046,020,49.000611782074
046,034,65.0959219932556
046,008,103.426622867584
046,009,108.127590358257
046,035,60.9103944301605
046,021,56.7830002307892
046,038,66.2540018558502
046,004,99.3251740932465
046,010,106.410448908806
046,011,90.4964460730553
046,005,111.710752904415
046,039,66.0350131988525
046,013,73.8767471313477
046,007,105.39946436882
046,006,105.366166174412
046,012,91.1473463773727
046,016,65.3084554672241
046,002,118.586689710617
046,003,116.153127670288
046,017,56.2059707641602
046,001,121.011959314346
046,015,59.1468114852905
046,029,76.6272869110107
046,028,63.434387922287
046,014,58.5708184242249
046,000,117.472548723221
046,107,84.1346833705902
046,098,90.426605284214
046,067,89.3757588863373
046,073,86.1005866527557
046,072,89.1241366863251
046,066,87.4537975788116
046,099,86.2320128679276
046,106,85.1625004410744
046,104,87.6729938387871
046,110,84.6107331514359
046,058,79.1177952289581
046,070,78.6522350311279
046,064,78.6528813838959
046,065,87.1565356254578
046,071,79.2756214141846
046,059,84.6549127101898
046,111,87.5116702318192
046,105,93.011595249176
046,101,94.4504595994949
046,075,81.2966592311859
046,061,77.8961417675018
046,049,71.4471318721771
046,048,57.4852786064148
046,060,81.9568800926208
046,074,90.5795056819916
046,100,88.3222416639328
