file1,file2,bottleneck_distance
046,098,10.3257369995117
046,067,15.3075790405273
046,073,15.4334411621094
046,072,15.3862915039062
046,066,15.8331298828125
046,099,9.64009094238281
046,106,6.05233764648438
046,104,6.20480346679688
046,110,6.74213409423828
046,058,13.9890289306641
046,070,15.4424285888672
046,064,12.8748092651367
046,065,14.3219757080078
046,071,15.5336761474609
046,059,13.1113204956055
046,111,9.76744842529297
046,105,6.24116516113281
046,101,10.434196472168
046,075,15.8547515869141
046,061,12.3052139282227
046,049,9.78699111938477
046,048,8.26211929321289
046,060,13.5468368530273
046,074,16.0952911376953
046,100,11.7530002593994
046,102,5.66778564453125
046,089,14.4429550170898
046,062,12.4850692749023
046,076,16.2352905273438
046,077,16.6722030639648
046,063,12.6470184326172
046,088,15.4150314331055
046,103,6.13010406494141
052,053,2.28777694702148
052,047,10.1542816162109
052,090,5.77012252807617
052,084,7.19669342041016
052,092,5.85398864746094
052,086,8.81667900085449
052,079,6.43796920776367
052,051,3.43025588989258
052,045,13.0433044433594
052,044,14.5667572021484
052,050,6.81607055664062
052,078,6.72103881835938
052,087,6.67794418334961
052,093,5.6574592590332
052,108,9.15310287475586
052,097,5.21878051757812
052,083,7.30600357055664
052,054,1.98064804077148
052,040,12.990478515625
052,068,8.99687957763672
052,069,8.07771682739258
052,041,13.6928405761719
052,055,2.16484069824219
052,082,7.85170364379883
052,096,5.33479690551758
052,109,9.47775650024414
052,080,6.85087203979492
052,094,5.67851638793945
052,043,12.4745960235596
052,057,3.66362762451172
052,056,2.25024032592773
052,042,12.9873676300049
052,095,5.58388519287109
052,081,7.33862495422363
052,019,10.7441558837891
052,025,9.97032165527344
052,031,8.68251037597656
052,030,9.14832305908203
052,024,8.62861633300781
052,018,13.7809066772461
052,032,8.3365478515625
052,026,10.4032821655273
052,027,9.00077056884766
052,033,7.74768829345703
052,037,10.7799682617188
052,023,10.2690086364746
052,022,9.07165908813477
052,036,7.10113525390625
052,020,11.1202125549316
052,034,7.60292053222656
052,008,12.0119094848633
052,009,10.3817100524902
052,035,6.78822326660156
052,021,8.73557281494141
052,038,10.9488296508789
052,004,11.9339370727539
052,010,9.91103744506836
052,011,12.6218700408936
052,005,11.8557415008545
052,039,12.0193328857422
052,013,12.188455581665
052,007,9.45318603515625
052,006,11.6314697265625
052,012,14.3818511962891
052,016,13.459415435791
052,002,10.9103031158447
052,003,11.9423408508301
052,017,13.6544151306152
052,001,11.311840057373
052,015,12.5865440368652
052,029,8.13426971435547
052,028,7.67609405517578
052,014,12.2283401489258
052,000,10.0190124511719
052,107,8.05149078369141
052,098,8.09076499938965
052,067,9.14004135131836
052,073,9.68088912963867
052,072,9.81563568115234
052,066,6.70046997070312
052,099,6.95688629150391
052,106,9.34206008911133
052,104,8.00748062133789
052,110,13.761058807373
052,058,4.43598175048828
052,070,7.78134918212891
052,064,4.81167602539062
052,065,6.32763290405273
052,071,7.38669586181641
052,059,3.2547607421875
052,111,13.4474334716797
052,105,9.40883636474609
052,101,6.23778915405273
052,075,5.87269973754883
052,061,5.03812789916992
052,049,4.90780639648438
052,048,7.56901550292969
052,060,3.69722747802734
052,074,9.44854354858398
052,100,9.90413665771484
052,102,6.83928298950195
052,089,5.8255615234375
052,062,4.88551712036133
052,076,6.1544189453125
052,077,6.36539459228516
052,063,4.50212478637695
052,088,5.83634567260742
052,103,6.88325500488281
053,047,9.56859588623047
053,090,8.05789947509766
053,084,9.11710357666016
053,092,6.09445953369141
053,086,8.81667900085449
053,079,8.72574615478516
053,051,5.71803283691406
053,045,14.1863746643066
053,044,14.0580673217773
053,050,9.10384750366211
053,078,9.00881576538086
053,087,8.96572113037109
053,093,7.92672348022461
053,108,10.2961730957031
053,097,6.07433319091797
053,083,9.27500534057617
053,054,1.6306037902832
053,040,12.6819591522217
053,068,11.2846565246582
053,069,10.3654937744141
053,041,13.1841506958008
053,055,1.87297821044922
053,082,10.1394805908203
053,096,6.47786712646484
053,109,10.6208267211914
053,080,9.13864898681641
053,094,7.52056884765625
053,043,12.4745960235596
053,057,4.36778259277344
053,056,3.24400329589844
053,042,12.9873676300049
053,095,6.51133728027344
053,081,9.34091949462891
053,019,11.8872261047363
053,025,11.1133918762207
053,031,8.17382049560547
053,030,8.63963317871094
053,024,10.5685234069824
053,018,14.677490234375
053,032,7.82785797119141
053,026,9.89459228515625
053,027,8.49208068847656
053,033,7.23899841308594
053,037,11.1104698181152
053,023,11.4120788574219
053,022,10.214729309082
053,036,6.63541030883789
053,020,12.2632827758789
053,034,7.09423065185547
053,008,12.0119094848633
053,009,10.3817100524902
053,035,6.73054122924805
053,021,10.5520515441895
053,038,10.8788185119629
053,004,11.9339370727539
053,010,9.91103744506836
053,011,12.6218700408936
053,005,11.8557415008545
053,039,11.5106430053711
053,013,12.188455581665
053,007,9.45318603515625
053,006,11.6314697265625
053,012,14.3818511962891
053,016,14.6024856567383
053,002,10.9103031158447
053,003,11.9423408508301
053,017,14.7974853515625
053,001,11.311840057373
053,015,13.7296142578125
053,029,7.78559494018555
053,028,7.16740417480469
053,014,13.371410369873
053,000,10.0190124511719
053,107,9.19456100463867
053,098,8.87684631347656
053,067,11.4278182983398
053,073,11.9686660766602
053,072,12.1034126281738
053,066,8.17273712158203
053,099,9.24466323852539
053,106,10.4851303100586
053,104,9.15055084228516
053,110,13.967357635498
053,058,5.41876220703125
053,070,10.0691261291504
053,064,6.54955291748047
053,065,8.06649780273438
053,071,9.67447280883789
053,059,5.51088333129883
053,111,14.590503692627
053,105,10.5519065856934
053,101,7.380859375
053,075,8.16047668457031
053,061,6.18119812011719
053,049,5.65541458129883
053,048,7.06010818481445
053,060,4.46992492675781
053,074,11.7363204956055
053,100,12.0953178405762
053,102,7.98235321044922
053,089,6.41884231567383
053,062,5.47480964660645
053,076,8.44219589233398
053,077,8.65317153930664
053,063,6.39938354492188
053,088,7.78384017944336
053,103,8.02632522583008
047,090,10.7793579101562
047,084,14.756233215332
047,092,10.3839721679688
047,086,14.5564117431641
047,079,15.0957660675049
047,051,9.91764068603516
047,045,5.97961044311523
047,044,7.42547988891602
047,050,9.51405715942383
047,078,15.0957660675049
047,087,13.8725051879883
047,093,10.8766479492188
047,108,6.63139915466309
047,097,10.0730133056641
047,083,13.6107330322266
047,054,9.93031311035156
047,040,12.0665397644043
047,068,14.6679534912109
047,069,14.8174057006836
047,041,11.8308868408203
047,055,11.4415740966797
047,082,12.8203048706055
047,096,13.6695098876953
047,109,6.61079216003418
047,080,15.0957660675049
047,094,12.1986618041992
047,043,8.79656982421875
047,057,13.8179092407227
047,056,12.3848648071289
047,042,9.78127670288086
047,095,12.3331604003906
047,081,14.6637954711914
047,019,3.45320892333984
047,025,4.75505065917969
047,031,6.97543716430664
047,030,6.44263458251953
047,024,7.70117950439453
047,018,6.48995971679688
047,032,8.53832626342773
047,026,6.69496154785156
047,027,6.14610290527344
047,033,9.09861373901367
047,037,10.5074272155762
047,023,6.20589447021484
047,022,4.54576873779297
047,036,10.996940612793
047,020,3.82926559448242
047,034,10.4679832458496
047,008,13.9220275878906
047,009,15.0957660675049
047,035,10.8029632568359
047,021,3.14580535888672
047,038,11.5875625610352
047,004,11.9339370727539
047,010,15.0957660675049
047,011,15.0957660675049
047,005,14.1442947387695
047,039,12.7547454833984
047,013,12.9473037719727
047,007,15.0957660675049
047,006,15.0957660675049
047,012,12.6216583251953
047,016,6.1684684753418
047,002,15.0957660675049
047,003,15.0957660675049
047,017,6.36346817016602
047,001,15.0957660675049
047,015,5.29559707641602
047,029,6.98248291015625
047,028,7.06992340087891
047,014,4.93739318847656
047,000,15.0957660675049
047,107,6.36009979248047
047,098,9.92061614990234
047,067,14.902458190918
047,073,15.0283203125
047,072,14.9811706542969
047,066,15.0957660675049
047,099,9.23497009277344
047,106,5.59975433349609
047,104,5.8419303894043
047,110,6.47011184692383
047,058,13.5839080810547
047,070,15.0373077392578
047,064,12.4696884155273
047,065,13.9168548583984
047,071,15.0957660675049
047,059,12.7061996459961
047,111,8.72039413452148
047,105,6.18537330627441
047,101,10.0290756225586
047,075,15.0957660675049
047,061,11.9000930786133
047,049,5.94425582885742
047,048,4.41938400268555
047,060,13.141716003418
047,074,15.0957660675049
047,100,10.2443008422852
047,102,4.94283485412598
047,089,14.0378341674805
047,062,12.079948425293
047,076,15.0957660675049
047,077,15.0957660675049
047,063,12.2418975830078
047,088,15.0099105834961
047,103,5.22336578369141
090,084,5.85521697998047
090,092,2.85967254638672
090,086,8.12093734741211
090,079,4.99720764160156
090,051,4.08418464660645
090,045,12.0717239379883
090,044,12.1912136077881
090,050,6.34037017822266
090,078,5.35176086425781
090,087,3.33065032958984
090,093,3.81055450439453
090,108,8.61172485351562
090,097,3.42749786376953
090,083,5.45909881591797
090,054,7.75077056884766
090,040,11.5692176818848
090,068,3.88859558105469
090,069,4.53068923950195
090,041,12.1083869934082
090,055,6.40575408935547
090,082,5.93506622314453
090,096,3.48789215087891
090,109,10.3675155639648
090,080,4.81470108032227
090,094,3.83161163330078
090,043,12.4745960235596
090,057,3.69011688232422
090,056,4.81389617919922
090,042,12.968204498291
090,095,3.49825668334961
090,081,5.98411178588867
090,019,10.5741806030273
090,025,8.23320007324219
090,031,4.7541675567627
090,030,5.18166351318359
090,024,8.16120147705078
090,018,11.2195205688477
090,032,6.17148780822754
090,026,6.43662261962891
090,027,5.08100128173828
090,033,6.50959777832031
090,037,8.1204948425293
090,023,7.96690368652344
090,022,9.65117645263672
090,036,9.43562316894531
090,020,10.3028793334961
090,034,7.87896728515625
090,008,12.0119094848633
090,009,12.2707386016846
090,035,8.80966567993164
090,021,9.02191925048828
090,038,8.9985466003418
090,004,11.9339370727539
090,010,12.8011302947998
090,011,13.2250518798828
090,005,11.8557415008545
090,039,10.3543281555176
090,013,12.188455581665
090,007,12.4800395965576
090,006,11.9348659515381
090,012,14.3818511962891
090,016,11.790657043457
090,002,12.0392780303955
090,003,11.9423408508301
090,017,11.5203018188477
090,001,12.1210079193115
090,015,11.6420135498047
090,029,4.98491859436035
090,028,5.1759204864502
090,014,11.4071731567383
090,000,11.0005950927734
090,107,9.24994659423828
090,098,6.83250045776367
090,067,4.12310028076172
090,073,5.86297607421875
090,072,5.55635070800781
090,066,4.85356521606445
090,099,3.62444686889648
090,106,8.35209655761719
090,104,9.00910949707031
090,110,11.9141540527344
090,058,2.80455017089844
090,070,5.91615676879883
090,064,2.96477127075195
090,065,4.48072814941406
090,071,6.27488327026367
090,059,2.80703353881836
090,111,11.600528717041
090,105,8.13906097412109
090,101,4.39088439941406
090,075,5.52835083007812
090,061,4.63058090209961
090,049,8.70537567138672
090,048,9.03084945678711
090,060,5.64706802368164
090,074,4.91081237792969
090,100,10.5292129516602
090,102,8.68624114990234
090,089,3.25847625732422
090,062,5.03362274169922
090,076,6.39422988891602
090,077,5.48772430419922
090,063,2.65522003173828
090,088,4.69850921630859
090,103,8.72848510742188
084,092,4.37226104736328
084,086,2.87729263305664
084,079,2.88205146789551
084,051,7.19669342041016
084,045,16.0485992431641
084,044,14.5769729614258
084,050,7.19669342041016
084,078,2.87054824829102
084,087,2.52456665039062
084,093,3.87958526611328
084,108,9.41610717773438
084,097,4.68321990966797
084,083,2.09751129150391
084,054,8.80997467041016
084,040,13.0006942749023
084,068,2.61519622802734
084,069,2.62487316131592
084,041,13.7030563354492
084,055,7.46495819091797
084,082,2.06594848632812
084,096,3.03790092468262
084,109,11.1718978881836
084,080,2.20989990234375
084,094,2.76293754577637
084,043,12.4091644287109
084,057,7.19669342041016
084,056,7.19669342041016
084,042,12.3278350830078
084,095,2.86495590209961
084,081,2.03877258300781
084,019,14.5510559082031
084,025,12.210075378418
084,031,8.69272613525391
084,030,9.15853881835938
084,024,12.1380767822266
084,018,15.1963958740234
084,032,8.34676361083984
084,026,10.4134979248047
084,027,9.010986328125
084,033,7.75790405273438
084,037,10.7901840209961
084,023,11.9437789916992
084,022,13.6280517578125
084,036,10.4948272705078
084,020,14.2797546386719
084,034,8.93817138671875
084,008,12.0119094848633
084,009,12.2707386016846
084,035,9.86886978149414
084,021,12.9987945556641
084,038,10.9590454101562
084,004,11.9339370727539
084,010,12.8011302947998
084,011,14.2842559814453
084,005,11.8557415008545
084,039,12.0295486450195
084,013,12.0600204467773
084,007,12.4800395965576
084,006,11.9348659515381
084,012,13.5523147583008
084,016,15.7675323486328
084,002,12.0392780303955
084,003,11.9423408508301
084,017,15.4971771240234
084,001,12.1210079193115
084,015,15.6188888549805
084,029,8.14448547363281
084,028,7.68630981445312
084,014,15.3840484619141
084,000,10.8178939819336
084,107,10.054328918457
084,098,4.83561706542969
084,067,3.08074188232422
084,073,4.69894027709961
084,072,4.84917831420898
084,066,3.57203674316406
084,099,5.52126312255859
084,106,9.15647888183594
084,104,9.81349182128906
084,110,11.4730834960938
084,058,6.75074005126953
084,070,2.54604244232178
084,064,2.89044570922852
084,065,3.70446586608887
084,071,2.49390506744385
084,059,5.71044158935547
084,111,11.8758544921875
084,105,8.94344329833984
084,101,5.51058959960938
084,075,2.8651647567749
084,061,5.68978500366211
084,049,9.50040054321289
084,048,11.5934410095215
084,060,6.70627212524414
084,074,3.50057601928711
084,100,14.5060882568359
084,102,10.1127166748047
084,089,2.69826126098633
084,062,6.09282684326172
084,076,2.98402881622314
084,077,2.16837310791016
084,063,3.19999694824219
084,088,2.07074189186096
084,103,9.53286743164062
092,086,5.26126480102539
092,079,5.39259338378906
092,051,5.98125267028809
092,045,11.6844253540039
092,044,11.3218650817871
092,050,6.53299713134766
092,078,5.74714660644531
092,087,3.48853302001953
092,093,3.12973403930664
092,108,10.6681442260742
092,097,3.04821014404297
092,083,3.72783660888672
092,054,5.8199291229248
092,040,8.70954513549805
092,068,5.54413223266602
092,069,4.62496948242188
092,041,9.33079528808594
092,055,5.51493835449219
092,082,4.39895629882812
092,096,3.28553771972656
092,109,11.4085884094238
092,080,4.75096130371094
092,094,2.91971206665039
092,043,10.9833183288574
092,057,5.04487991333008
092,056,5.61590194702148
092,042,10.1085319519043
092,095,3.05067443847656
092,081,4.27982330322266
092,019,10.1787948608398
092,025,7.83781433105469
092,031,4.32046508789062
092,030,4.78627777099609
092,024,8.22801971435547
092,018,10.8241348266602
092,032,5.5981388092041
092,026,7.2218017578125
092,027,6.67294311523438
092,033,5.69261932373047
092,037,6.41792297363281
092,023,7.57151794433594
092,022,9.25579071044922
092,036,7.11824798583984
092,020,9.90749359130859
092,034,5.56159210205078
092,008,11.5590858459473
092,009,10.6061820983887
092,035,6.49229049682617
092,021,8.62653350830078
092,038,6.68117141723633
092,004,11.9339370727539
092,010,10.6238098144531
092,011,12.6218700408936
092,005,11.8557415008545
092,039,8.03695297241211
092,013,9.7170524597168
092,007,10.3139457702637
092,006,11.1428756713867
092,012,13.7781982421875
092,016,11.3952713012695
092,002,11.0925407409668
092,003,11.9423408508301
092,017,11.1249160766602
092,001,11.311840057373
092,015,11.2466278076172
092,029,4.50659942626953
092,028,6.13088226318359
092,014,11.0117874145508
092,000,11.7045135498047
092,107,11.3063659667969
092,098,4.5892219543457
092,067,5.68729400634766
092,073,6.25836181640625
092,072,6.36288833618164
092,066,5.06000518798828
092,099,4.55762100219727
092,106,10.0710983276367
092,104,9.13296890258789
092,110,11.3998947143555
092,058,3.75519561767578
092,070,4.65333557128906
092,064,2.62957835197449
092,065,4.19316864013672
092,071,4.74458312988281
092,059,2.71489715576172
092,111,13.1278915405273
092,105,9.81252670288086
092,101,5.97919464111328
092,075,5.92373657226562
092,061,4.10817718505859
092,049,9.50040054321289
092,048,9.32577514648438
092,060,3.32969284057617
092,074,5.99579620361328
092,100,10.7711410522461
092,102,5.82656860351562
092,089,3.65386199951172
092,062,2.93584060668945
092,076,6.60424041748047
092,077,5.88311004638672
092,063,2.26378560066223
092,088,5.09389495849609
092,103,6.33621215820312
086,079,5.0146484375
086,051,8.81667900085449
086,045,15.8487777709961
086,044,14.3771514892578
086,050,8.81667900085449
086,078,5.10812377929688
086,087,4.79028701782227
086,093,5.82130813598633
086,108,9.21628570556641
086,097,5.73978424072266
086,083,3.160400390625
086,054,8.81667900085449
086,040,12.8008728027344
086,068,4.62882232666016
086,069,3.8635139465332
086,041,13.5032348632812
086,055,8.81667900085449
086,082,4.84569931030273
086,096,5.73112106323242
086,109,10.9720764160156
086,080,5.07560348510742
086,094,5.61128616333008
086,043,12.209342956543
086,057,8.81667900085449
086,056,8.81667900085449
086,042,12.1280136108398
086,095,5.74224853515625
086,081,4.91606521606445
086,019,14.3512344360352
086,025,12.01025390625
086,031,8.49290466308594
086,030,8.95871734619141
086,024,11.9382553100586
086,018,14.9965744018555
086,032,8.14694213867188
086,026,10.2136764526367
086,027,8.81116485595703
086,033,7.55808258056641
086,037,10.5903625488281
086,023,11.7439575195312
086,022,13.4282302856445
086,036,9.15438842773438
086,020,14.0799331665039
086,034,7.59773254394531
086,008,12.0119094848633
086,009,12.2707386016846
086,035,8.5284309387207
086,021,12.7989730834961
086,038,10.7592239379883
086,004,11.9339370727539
086,010,12.6599502563477
086,011,12.9438171386719
086,005,11.8557415008545
086,039,11.8297271728516
086,013,11.8601989746094
086,007,12.3500862121582
086,006,11.9348659515381
086,012,12.2118759155273
086,016,15.5677108764648
086,002,12.0392780303955
086,003,11.9423408508301
086,017,15.2973556518555
086,001,12.1210079193115
086,015,15.4190673828125
086,029,7.94466400146484
086,028,7.48648834228516
086,014,15.1842269897461
086,000,10.8178939819336
086,107,9.85450744628906
086,098,7.28079605102539
086,067,5.34646224975586
086,073,6.96466064453125
086,072,7.11489868164062
086,066,3.26737213134766
086,099,7.24919509887695
086,106,8.95665740966797
086,104,9.61367034912109
086,110,11.2732620239258
086,058,8.81667900085449
086,070,2.66057467460632
086,064,5.15616607666016
086,065,3.64020919799805
086,071,2.66094446182251
086,059,7.97616195678711
086,111,11.6760330200195
086,105,8.74362182617188
086,101,6.46832275390625
086,075,5.01850128173828
086,061,4.92971420288086
086,049,9.3099365234375
086,048,11.5934410095215
086,060,6.64098739624023
086,074,6.37786865234375
086,100,14.306266784668
086,102,9.91289520263672
086,089,4.89080047607422
086,062,6.33840179443359
086,076,5.06847763061523
086,077,5.04085159301758
086,063,5.46571731567383
086,088,4.13149642944336
086,103,9.33304595947266
079,051,5.98125267028809
079,045,17.0689315795898
079,044,15.5973052978516
079,050,6.53299713134766
079,078,1.31557083129883
079,087,3.09309768676758
079,093,4.89991760253906
079,108,10.4364395141602
079,097,5.70355224609375
079,083,3.48273849487305
079,054,8.41861724853516
079,040,14.0210266113281
079,068,2.55891036987305
079,069,2.29626083374023
079,041,14.723388671875
079,055,7.07360076904297
079,082,2.95626068115234
079,096,2.78417205810547
079,109,12.1922302246094
079,080,1.26653671264648
079,094,3.9752082824707
079,043,13.4294967651367
079,057,5.59022521972656
079,056,5.59022521972656
079,042,13.3481674194336
079,095,3.44340515136719
079,081,2.07831764221191
079,019,15.5713882446289
079,025,13.2304077148438
079,031,9.71305847167969
079,030,10.1788711547852
079,024,13.1584091186523
079,018,16.2167282104492
079,032,9.36709594726562
079,026,11.4338302612305
079,027,10.0313186645508
079,033,8.77823638916016
079,037,11.8105163574219
079,023,12.964111328125
079,022,14.6483840942383
079,036,10.1034698486328
079,020,15.3000869750977
079,034,8.63346862792969
079,008,12.0119094848633
079,009,12.2707386016846
079,035,9.47751235961914
079,021,14.0191268920898
079,038,11.979377746582
079,004,11.9339370727539
079,010,12.8011302947998
079,011,13.8928985595703
079,005,11.8557415008545
079,039,13.0498809814453
079,013,13.0803527832031
079,007,12.4800395965576
079,006,11.9348659515381
079,012,13.1609573364258
079,016,16.7878646850586
079,002,12.0392780303955
079,003,11.9423408508301
079,017,16.5175094604492
079,001,12.1210079193115
079,015,16.6392211914062
079,029,9.16481781005859
079,028,8.70664215087891
079,014,16.4043807983398
079,000,10.8178939819336
079,107,11.0746612548828
079,098,5.85594940185547
079,067,2.70207214355469
079,073,3.242919921875
079,072,3.37766647338867
079,066,3.21173095703125
079,099,6.54159545898438
079,106,10.1768112182617
079,104,10.8338241577148
079,110,12.4934158325195
079,058,4.92303085327148
079,070,3.09116363525391
079,064,3.30687713623047
079,065,3.67769241333008
079,071,3.33439636230469
079,059,4.18550491333008
079,111,13.2573738098145
079,105,9.96377563476562
079,101,6.89581680297852
079,075,2.14491653442383
079,061,5.69445419311523
079,049,9.50040054321289
079,048,11.5934410095215
079,060,6.31491470336914
079,074,3.01057434082031
079,100,15.2103481292725
079,102,11.1330490112305
079,089,4.00610733032227
079,062,5.70146942138672
079,076,2.16047763824463
079,077,2.05092144012451
079,063,3.53466796875
079,088,3.2181282043457
079,103,10.5531997680664
051,045,14.0637435913086
